Current (A),Battery Voltage (V),Accel X (m_s2),Accel Y (m_s2),Accel Z (m_s2),Gyro H (deg),Gyro R (deg),Gyro P (deg),Latitude,Longitude,GPS Status
8.26,19.48,-1.18,-0.54,9.64,96.31,2041.25,-3.25,20.7371,-103.4545,A
8.25,19.3,-1.16,-0.55,9.63,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.27,19.39,-1.2,-0.54,9.64,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.24,19.49,-1.19,-0.53,9.65,96.31,-14.75,-3.25,20.7371,-103.4545,A
8.3,19.35,-1.18,-0.53,9.65,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.25,19.44,326.5,-0.51,9.66,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.25,19.48,-1.19,-0.53,9.65,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.27,19.35,326.49,-0.54,9.67,96.31,-6.75,-3.25,0.3333,20.737,A
8.22,19.44,326.47,-0.55,9.65,96.31,-14.75,-3.25,0.3333,0.0,A
8.16,19.52,-1.21,-0.53,9.66,96.31,2041.25,-3.25,0.3333,0.0,A
8.2,19.35,-1.18,-0.53,9.64,96.31,2041.25,-3.25,0.3333,0.0,A
8.23,19.44,-1.18,-0.52,9.64,96.31,-6.75,-3.25,0.3333,0.0,A
8.16,19.5,-1.19,-0.54,9.66,96.31,-6.75,-3.25,0.3333,0.0,A
8.27,19.35,326.5,-0.51,9.67,96.31,2041.25,-3.25,0.3333,0.0,A
8.21,19.44,-1.18,-0.54,9.66,96.31,-6.75,-3.25,0.3333,0.0,A
8.09,19.52,-1.18,-0.53,9.68,96.31,-6.75,-3.25,0.3333,0.0,A
8.21,19.31,326.47,-0.53,9.67,96.31,2041.25,-3.25,0.3333,0.0,A
8.22,19.44,-1.17,-0.53,9.67,96.31,-14.75,-3.25,0.3333,0.0,X
8.2,19.63,-1.18,-0.54,9.66,96.31,-6.75,-3.25,0.3333,0.0,X
8.22,19.35,326.52,-0.54,9.66,96.31,-6.75,-3.25,0.3333,0.0,X
8.2,19.45,-0.95,-0.66,9.76,96.38,-4.94,-4.19,0.3333,0.0,X
8.2,19.53,-1.12,-0.54,9.83,96.44,-5.88,-3.56,0.3333,0.0,X
8.2,19.3,-1.04,-0.58,9.66,96.44,-5.88,-3.56,20.7333,0.0,A
8.2,19.41,326.62,-0.58,9.77,96.44,-5.75,-3.62,20.7333,0.0,A
8.13,19.49,-0.92,-0.69,9.36,96.38,-5.31,-3.88,20.7333,20.7369,A
8.24,19.34,-1.01,-0.61,9.61,96.44,-5.75,-3.56,20.7333,20.7369,A
8.26,19.37,326.68,-0.62,9.64,96.44,-13.44,-3.75,0.0333,20.7369,A
8.16,19.53,-1.04,-0.59,9.67,96.44,-5.81,-3.5,0.0333,20.7369,A
8.29,19.33,326.5,-0.64,9.98,96.44,2042.19,-3.5,0.0333,20.7369,A
8.25,19.35,1.76,2.0,7.08,106.81,22.81,16.75,0.0333,20.7369,A
8.2,19.48,7.17,1.15,-4.32,179.19,66.94,68.75,0.0333,20.7369,A
8.3,19.27,1.6,-4.49,9.41,113.19,5.25,-26.69,0.0333,20.7369,A
8.24,19.42,1.96,-2.84,8.96,112.25,12.56,-18.31,0.0333,20.7369,A
8.21,19.46,5.87,1.03,8.35,107.38,33.12,8.25,0.0333,20.7369,A
8.26,19.28,4.64,-4.59,-6.4,167.75,50.75,-137.44,20.7368,20.7369,A
8.27,19.38,2.33,-3.99,-7.82,136.75,21.94,-151.56,20.7368,20.7369,A
8.23,19.49,7.6,-0.45,4.91,131.25,63.56,-30.12,20.7368,20.7369,X
8.22,19.91,2.31,0.69,8.09,47.88,22.0,5.38,20.7368,20.7369,X
8.3,19.42,0.03,-0.45,9.5,46.0,0.19,-2.81,20.7368,20.7369,X
8.21,19.5,-0.77,-1.17,9.82,53.06,-11.75,-2.25,20.7368,20.7369,X
8.29,19.28,-0.8,-0.55,9.67,56.62,-3.88,-2.56,20.7368,20.7369,X
8.24,19.39,-0.81,-0.55,9.66,58.12,-4.06,-2.69,20.7368,20.7369,X
8.26,19.52,-0.79,-0.55,9.66,58.81,2035.81,-2.81,20.7368,20.7369,X
8.26,19.27,-0.78,-0.56,9.68,58.81,-4.19,-2.81,20.7368,20.7369,X
8.21,19.41,326.92,-0.55,9.68,58.81,-4.19,-2.81,20.7368,20.7369,X
8.25,19.52,-0.78,-0.53,9.65,58.81,-4.19,-2.81,20.7368,20.7369,X
8.31,19.34,-0.8,-0.56,9.66,58.81,2043.81,-2.81,20.7369,-103.4548,A
8.24,19.37,-0.8,-0.55,9.67,58.81,2035.81,-2.81,20.7369,-103.4548,A
8.23,19.5,326.89,-0.56,9.68,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.27,19.33,326.86,-0.56,9.71,58.81,2035.81,-2.81,20.7369,-103.4548,A
8.24,19.35,-0.81,-0.54,9.68,58.81,-12.19,-2.81,20.7369,-103.4548,A
8.17,19.49,-0.79,-0.56,9.68,58.81,2043.81,-2.81,20.7369,-103.4548,A
8.28,19.34,-0.81,-0.55,9.67,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.25,19.41,-0.79,-0.57,9.65,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.23,19.48,-0.78,-0.54,9.67,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.27,19.35,-0.8,-0.55,9.69,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.25,19.46,-0.81,-0.55,9.67,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.2,19.5,326.87,-0.53,9.66,58.81,2043.81,-2.81,20.7369,-103.4548,A
8.2,19.28,-0.81,-0.57,9.67,58.81,2035.81,-2.81,20.7369,-103.4548,A
8.27,19.44,-0.78,-0.53,9.66,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.23,19.49,-0.79,-0.54,9.65,58.81,2035.81,-2.81,20.7369,-103.4548,A
8.2,19.26,-0.8,-0.57,9.69,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.27,19.46,-0.81,-0.55,9.69,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.21,19.5,-0.79,-0.54,9.67,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.25,19.31,-0.81,-0.57,9.65,58.81,-4.19,-2.81,20.7369,-103.4548,A
8.27,19.42,326.88,-0.54,9.67,58.81,-4.19,-2.81,0.0,0.0,A
8.13,19.57,326.89,-0.56,9.66,58.81,-4.19,-2.81,0.0,0.0,A
8.16,19.33,326.88,-0.56,9.66,58.81,-4.19,-2.81,0.0,0.0,A
8.14,19.44,-0.81,-0.53,9.66,58.81,-12.19,-2.81,0.0,0.0,A
8.16,19.54,-0.8,-0.56,9.66,58.81,-4.19,-2.81,0.0,0.0,A
8.2,19.34,326.87,-0.55,9.69,58.81,-4.19,-2.81,0.0,0.0,A
8.16,19.44,-0.81,-0.56,9.66,58.81,2043.81,-2.81,0.0,0.0,A
8.14,19.53,-0.82,-0.54,9.66,58.81,-4.19,-2.81,0.0,0.0,A
8.18,19.39,-0.79,-0.56,9.67,58.81,-4.19,-2.81,0.0,0.0,A
8.17,19.45,-0.82,-0.55,9.69,58.81,-4.19,-2.81,0.0,0.0,A
8.11,19.53,-0.8,-0.55,9.68,58.81,-4.19,-2.81,0.0,0.0,A
8.18,19.35,-0.79,-0.54,9.69,58.81,-4.19,-2.81,0.0,0.0,A
8.18,19.5,326.87,-0.55,9.64,58.81,-4.19,-2.81,20.7369,-10.6214,A
8.21,19.39,326.89,-0.54,9.68,58.81,-12.19,-2.81,20.7369,-10.6214,A
8.27,19.34,-0.79,-0.56,9.69,58.81,-12.19,-2.81,20.7369,-10.6214,A
8.23,19.41,326.88,-0.56,9.67,58.81,-4.19,-2.81,20.7369,-10.6214,A
8.2,19.46,326.89,-0.56,9.68,58.81,-12.19,-2.81,20.7369,-10.6214,A
8.25,19.33,-0.78,-0.56,9.67,58.81,-12.19,-2.81,20.7369,-103.4547,A
8.28,19.42,-0.8,-0.55,9.67,58.81,-4.19,-2.81,20.7369,-103.4547,A
8.24,19.52,-0.79,-0.55,9.67,58.81,2043.81,-2.81,20.7369,-103.4547,A
8.23,19.3,-0.81,-0.54,9.66,58.81,-4.19,-2.81,20.7369,-103.4547,A
8.29,19.44,-0.79,-0.54,9.64,58.81,-4.19,-2.81,20.7369,-103.4547,A
8.26,19.5,-0.8,-0.55,9.65,58.81,-12.19,-2.81,20.737,-103.4547,A
8.25,19.28,-0.83,-0.56,9.66,58.81,2043.81,-2.81,20.737,-103.4547,A
8.25,19.44,-0.8,-0.55,9.66,58.81,-4.19,-2.81,20.737,-103.4547,A
8.18,19.48,-0.79,-0.56,9.66,58.81,-12.19,-2.81,20.737,-103.4547,A
8.27,19.33,-0.8,-0.55,9.69,58.81,-4.19,-2.81,20.737,-103.4547,A
8.21,19.42,-0.81,-0.54,9.67,58.81,-4.19,-2.81,20.737,-103.4547,A
8.26,19.52,-0.81,-0.55,9.67,58.81,-4.19,-2.81,20.7371,-103.4546,A
8.3,19.37,-0.79,-0.56,9.68,58.81,2035.81,-2.81,20.7371,-103.4546,A
8.21,19.38,-0.81,-0.54,9.65,58.81,-4.19,-2.81,20.7371,-103.4546,A
8.23,19.5,326.88,-0.55,9.66,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.26,19.35,-0.79,-0.55,9.66,58.81,2035.81,-2.81,20.7371,-103.4545,A
8.25,19.39,-0.81,-0.54,9.65,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.23,19.46,-0.81,-0.56,9.67,58.81,-12.19,-2.81,20.7371,-103.4545,A
8.29,19.3,-0.8,-0.56,9.67,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.26,19.45,-0.8,-0.55,9.69,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.18,19.53,-0.79,-0.56,9.68,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.26,19.35,-0.78,-0.53,9.66,58.81,-12.19,-2.81,20.7371,-103.4545,A
8.27,19.41,-0.76,-0.56,9.66,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.23,19.49,326.87,-0.55,9.67,58.81,2035.81,-2.81,20.7371,-103.4545,A
8.27,19.33,-0.81,-0.55,9.65,58.81,-4.19,-2.81,20.7371,-103.4545,X
8.27,19.41,-0.81,-0.56,9.67,58.81,-4.19,-2.81,20.7371,-103.4545,X
8.26,19.53,-0.79,-0.54,9.67,58.81,-4.19,-2.81,20.7371,-103.4545,X
8.25,19.26,-0.79,-0.53,9.69,58.81,-4.19,-2.81,20.7371,-103.4545,X
8.3,19.44,-0.83,-0.56,9.68,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.24,19.49,326.83,-0.51,9.67,58.81,-12.19,-2.81,20.7371,-103.4545,A
8.21,19.31,-0.79,-0.54,9.64,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.26,19.44,-0.8,-0.55,9.65,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.21,19.5,-0.8,-0.58,9.67,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.29,19.35,-0.81,-0.54,9.66,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.25,19.44,-0.82,-0.56,9.65,58.81,-4.19,-2.81,20.7371,-103.4545,A
8.24,19.53,-0.78,-0.56,9.66,58.81,2043.81,-2.81,20.7371,-103.4545,A
8.3,19.35,-0.81,-0.54,9.66,58.81,-4.19,-2.75,20.7372,-103.4544,A
8.24,19.45,-0.8,-0.55,9.65,58.81,-4.19,-2.75,20.7372,103.4645,A
8.23,19.44,326.87,-0.55,9.68,58.81,2035.81,-2.75,20.7372,103.4645,A
8.28,19.3,-0.81,-0.52,9.67,58.81,2043.81,-2.75,20.7372,103.4645,A
8.25,19.46,-0.78,-0.53,9.66,58.81,2043.81,-2.75,20.7372,103.4645,A
8.22,19.46,-0.82,-0.55,9.68,58.81,-4.19,-2.75,20.7372,103.4645,A
8.24,19.37,-0.8,-0.55,9.68,58.81,-4.19,-2.75,20.7372,103.4645,A
8.28,19.44,326.86,-0.54,9.67,58.81,-4.19,-2.75,20.7372,103.4645,A
8.14,19.5,-0.79,-0.57,9.66,58.81,-4.19,-2.75,20.7372,103.4645,A
8.25,19.31,-0.8,-0.55,9.67,58.81,-4.19,-2.75,20.7372,103.4645,A
8.29,19.46,-0.79,-0.56,9.67,58.81,2043.81,-2.75,20.7372,103.4645,A
8.22,19.5,-0.82,-0.53,9.68,58.81,-4.19,-2.75,20.7372,103.4645,A
8.26,19.34,326.85,-0.55,9.66,58.81,-4.19,-2.75,20.7372,103.4645,A
8.23,19.46,326.87,-0.55,9.64,58.81,-4.19,-2.75,20.7372,103.4645,A
8.25,19.53,-0.79,-0.55,9.68,58.81,-12.19,-2.75,20.7372,103.4645,A
8.26,19.34,-0.82,-0.55,9.64,58.81,-4.19,-2.75,20.7372,103.4645,A
8.25,19.42,326.87,-0.55,9.66,58.81,2035.81,-2.75,20.7372,103.4645,A
8.22,19.5,-0.81,-0.55,9.68,58.81,-4.19,-2.75,20.7373,-103.4544,A
8.21,19.31,-0.79,-0.57,9.66,58.81,-4.19,-2.75,20.7373,-103.4544,A
8.25,19.44,326.85,-0.55,9.67,58.81,2043.81,-2.75,20.7373,-103.4544,A
8.22,19.46,-0.82,-0.57,9.68,58.81,-4.19,-2.75,20.7373,-103.4544,A
8.3,19.37,-0.8,-0.56,9.67,58.81,-4.19,-2.75,20.7373,-103.4544,A
8.24,19.42,326.89,-0.55,9.66,58.81,2035.81,-2.75,20.7373,-103.4544,A
8.19,19.5,-0.79,-0.55,9.67,58.81,-4.19,-2.75,20.7373,-103.4544,A
8.3,19.37,-0.8,-0.54,9.67,58.81,-4.19,-2.75,20.7373,-103.4544,A
8.15,19.45,-0.83,-0.58,9.57,58.94,2035.75,-2.69,20.7373,-103.4544,A
8.23,19.46,-0.78,-0.52,9.51,58.88,-4.38,-2.44,20.7373,-103.4544,A
8.27,19.31,326.83,-0.46,9.65,58.88,-4.5,-2.5,20.7374,-103.4544,A
8.29,19.46,326.83,-0.49,9.62,58.94,-4.69,-2.44,20.7374,-103.4544,A
8.21,19.48,-0.84,-0.44,9.67,59.0,-4.69,-2.5,20.7374,-103.4544,A
8.21,19.38,326.83,-0.46,9.66,59.0,-4.69,-2.5,20.7374,-103.4544,A
8.27,19.5,-0.84,-0.46,9.65,59.0,2043.25,-2.5,20.7374,-103.4544,A
8.2,19.49,-0.84,-0.46,9.67,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.25,19.33,326.84,-0.46,9.68,59.0,-12.75,-2.5,20.7374,-103.4544,A
8.24,19.41,-0.84,-0.45,9.68,59.0,2043.25,-2.5,20.7374,-103.4544,A
8.17,19.5,326.82,-0.47,9.66,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.25,19.34,-0.84,-0.45,9.69,59.0,2043.25,-2.5,20.7374,-103.4544,A
8.25,19.41,-0.83,-0.46,9.66,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.24,19.5,-0.88,-0.46,9.67,59.0,2035.25,-2.5,20.7374,-103.4544,A
8.26,19.33,-0.86,-0.44,9.64,59.0,-12.75,-2.5,20.7374,-103.4544,A
8.22,19.35,-0.83,-0.46,9.69,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.25,19.52,-0.83,-0.46,9.67,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.23,19.31,-0.85,-0.46,9.65,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.23,19.45,-0.83,-0.46,9.66,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.24,19.49,-0.86,-0.49,9.71,59.0,2035.25,-2.5,20.7374,-103.4544,A
8.28,19.34,-0.86,-0.47,9.66,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.24,19.48,326.86,-0.46,9.72,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.17,19.52,-0.85,-0.44,9.66,59.0,2035.25,-2.5,20.7374,-103.4544,A
8.29,19.31,-0.84,-0.47,9.7,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.24,19.38,-0.86,-0.43,9.7,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.22,19.53,326.83,-0.46,9.67,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.27,19.33,-0.85,-0.46,9.68,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.2,19.41,326.84,-0.46,9.71,59.0,-4.75,-2.5,20.7374,-103.4544,A
8.2,19.5,-0.84,-0.45,9.67,59.0,-12.75,-2.5,20.7374,-103.4544,A
8.23,19.28,-0.86,-0.45,9.65,59.0,-4.75,-2.5,0.0,0.05,A
8.2,19.45,-0.85,-0.47,9.67,59.0,-4.75,-2.5,0.0,0.05,A
8.14,19.54,-0.88,-0.47,9.68,59.0,-4.75,-2.5,0.0,20.7375,A
8.24,19.35,-0.85,-0.46,9.66,59.0,-4.75,-2.5,0.0,20.7375,A
8.26,19.46,-0.84,-0.47,9.68,59.0,-4.75,-2.5,0.0,20.7375,A
8.16,19.54,-0.84,-0.46,9.65,59.0,2035.25,-2.5,0.0,20.7375,A
8.23,19.33,-0.85,-0.47,9.67,59.0,-4.75,-2.5,0.0,20.7375,X
8.24,19.41,-0.85,-0.45,9.69,59.0,-4.75,-2.5,0.0,20.7375,X
8.21,19.52,-0.85,-0.47,9.67,59.0,2035.25,-2.5,0.0,20.7375,X
8.26,19.35,-0.86,-0.46,9.67,59.0,-4.75,-2.5,0.0,20.7375,X
8.17,19.42,-0.85,-0.46,9.65,59.0,-12.75,-2.5,0.0,20.7375,X
8.21,19.5,-0.84,-0.46,9.66,59.0,-4.75,-2.5,0.0,20.7375,X
8.26,19.34,326.86,-0.46,9.65,59.0,-4.75,-2.5,0.0,20.7375,X
8.23,19.44,-0.83,-0.46,9.67,59.0,-4.75,-2.5,0.0,20.7375,X
8.14,19.46,-0.83,-0.47,9.66,59.0,-4.75,-2.5,0.0,20.7375,X
8.26,19.34,326.84,-0.46,9.67,59.0,-4.75,-2.5,0.0,20.7375,X
8.24,19.45,-0.85,-0.47,9.67,59.0,-4.75,-2.5,0.0,20.7375,X
8.15,19.5,-0.83,-0.46,9.64,59.0,-4.75,-2.5,0.0,20.7375,X
8.27,19.33,326.82,-0.47,9.66,59.0,-4.75,-2.5,0.0,20.7375,X
8.27,19.46,-0.84,-0.47,9.68,59.0,-4.75,-2.5,0.0,20.7375,X
8.19,19.53,-0.84,-0.46,9.67,59.0,-4.75,-2.5,0.0,20.7375,X
8.26,19.3,326.83,-0.45,9.67,59.0,-4.75,-2.5,20.7375,-103.4544,A
8.18,19.45,326.85,-0.47,9.65,59.0,-4.75,-2.5,20.7375,-103.4544,A
8.2,19.53,-0.84,-0.48,9.65,59.0,2035.25,-2.5,20.7375,-103.4544,A
8.25,19.31,-0.83,-0.46,9.67,59.0,-4.75,-2.5,20.7376,-103.4544,A
8.27,19.49,-0.84,-0.47,9.6,59.06,2035.25,-2.5,20.7376,-103.4544,A
8.24,19.49,-0.86,-0.46,9.69,59.06,-4.75,-2.5,20.7376,-103.4544,A
8.22,19.35,326.84,-0.46,9.66,59.06,-4.75,-2.5,20.7376,-103.4544,A
8.28,19.38,-0.84,-0.47,9.67,59.06,2035.25,-2.5,20.7376,-103.4544,A
8.17,19.46,326.83,-0.47,9.68,59.06,-4.75,-2.5,20.7376,-103.4544,A
8.26,19.3,-0.84,-0.46,9.64,59.06,2035.25,-2.5,20.7376,-103.4544,A
8.18,19.45,-0.86,-0.46,9.68,59.06,-4.75,-2.5,0.0167,0.0,A
8.19,19.52,-0.81,-0.46,9.67,59.06,-4.75,-2.5,0.0167,0.0,A
8.22,19.34,326.83,-0.46,9.67,59.06,-4.75,-2.5,0.0167,0.0,A
8.12,19.45,326.84,-0.48,9.67,59.06,-12.75,-2.5,0.0167,0.0,A
8.16,19.56,-0.86,-0.46,9.66,59.06,-4.75,-2.5,0.0167,0.0,A
8.22,19.33,-0.85,-0.46,9.66,59.06,-4.75,-2.5,0.0167,0.0,A
8.19,19.44,326.82,-0.46,9.67,59.06,2035.25,-2.5,0.0167,0.0,A
8.19,19.38,-0.83,-0.46,9.66,59.06,-4.75,-2.5,0.0167,0.0,A
8.22,19.31,-0.84,-0.46,9.67,59.06,-4.75,-2.5,0.0167,0.0,A
8.21,19.49,326.86,-0.47,9.68,59.06,-4.75,-2.5,0.0167,0.0,A
8.1,19.57,326.81,-0.47,9.66,59.06,-4.75,-2.5,0.0167,0.0,A
8.23,19.33,-0.85,-0.46,9.67,59.06,-4.75,-2.5,0.0167,0.0,A
8.21,19.48,326.82,-0.46,9.67,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.2,19.52,-0.83,-0.46,9.66,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.26,19.31,-0.86,-0.46,9.67,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.22,19.44,-0.83,-0.46,9.68,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.24,19.52,-0.85,-0.47,9.66,59.06,2035.25,-2.5,20.7375,-103.4545,A
8.22,19.34,-0.84,-0.47,9.67,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.28,19.42,-0.86,-0.47,9.64,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.26,19.54,-0.85,-0.46,9.65,59.06,-12.75,-2.5,20.7375,-103.4545,A
8.2,19.3,-0.87,-0.46,9.67,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.25,19.38,-0.85,-0.47,9.68,59.06,-4.75,-2.5,20.7375,-10.6212,A
8.22,19.56,-0.83,-0.48,9.67,59.06,-12.75,-2.5,20.7375,-103.4545,A
8.28,19.34,-0.84,-0.46,9.7,59.06,-12.75,-2.5,20.7375,-103.4545,A
8.26,19.42,-0.86,-0.47,9.65,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.26,19.48,326.85,-0.46,9.67,59.06,2035.25,-2.5,20.7375,-103.4545,A
8.28,19.31,-0.87,-0.46,9.66,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.23,19.42,-0.85,-0.47,9.68,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.22,19.45,-0.85,-0.45,9.67,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.29,19.3,-0.85,-0.46,9.67,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.25,19.42,-0.84,-0.49,9.67,59.06,-4.75,-2.5,20.7375,-103.4545,A
8.23,19.53,326.82,-0.49,9.65,59.06,2035.25,-2.5,20.7374,-103.4545,A
8.23,19.34,-0.82,-0.47,9.67,59.06,-4.75,-2.5,20.7374,-103.4545,A
8.28,19.42,-0.85,-0.48,9.67,59.06,-4.75,-2.5,20.7374,-103.4545,A
8.19,19.46,-0.85,-0.46,9.66,59.06,-4.75,-2.5,20.7374,-103.4545,A
8.27,19.26,326.83,-0.47,9.69,59.06,-4.75,-2.5,20.7374,-103.4545,A
8.27,19.44,326.84,-0.44,9.66,59.06,-12.75,-2.5,20.7374,-103.4544,A
8.18,19.45,326.87,-0.46,9.68,59.06,-4.75,-2.5,20.7374,-103.4544,A
8.24,19.31,326.83,-0.46,9.68,59.06,2043.25,-2.5,20.7374,-103.4544,A
8.25,19.41,-0.84,-0.46,9.66,59.06,-12.75,-2.5,20.7374,-103.4544,A
8.24,19.48,-0.85,-0.47,9.66,59.06,-4.75,-2.5,20.7374,-103.4544,A
8.25,19.31,-0.84,-0.47,9.67,59.06,-4.75,-2.5,20.7374,-103.4544,A
8.25,19.42,326.83,-0.43,9.73,59.06,-4.75,-2.5,20.7374,-103.4544,A
8.24,19.5,-1.45,-0.28,9.64,45.69,-8.5,-0.38,20.7374,-103.4544,A
8.18,19.3,-1.48,-0.28,9.62,44.06,-8.5,-0.38,20.7374,-103.4544,A
8.23,19.38,-1.47,-0.26,9.69,43.56,-8.5,-0.38,20.7374,-103.4544,A
8.25,19.52,-1.48,-0.27,9.64,43.56,-8.5,-0.38,20.7374,-103.4544,A
8.28,19.35,-1.47,-0.24,9.62,43.56,-8.5,-0.38,20.7374,-103.4544,A
8.25,19.38,-1.46,-0.25,9.62,43.56,-8.5,-0.38,20.7374,-103.4544,A
8.16,19.5,-1.46,-0.28,9.6,43.56,-8.5,-0.38,20.7374,-103.4544,A
8.27,19.35,-1.46,-0.25,9.66,43.56,-8.5,-0.38,20.7374,-103.4544,A
8.19,19.44,-1.47,-0.26,9.63,43.56,-8.5,-0.38,20.7374,-103.4544,A
8.22,19.49,-1.45,-0.26,9.65,43.56,-8.5,-0.38,20.7374,-103.4544,A
8.28,19.33,-1.48,-0.26,9.68,43.56,-8.5,-0.38,20.7374,-103.4544,X
8.26,19.44,-1.47,-0.28,9.63,43.56,-8.5,-0.38,20.7374,-103.4544,X
8.21,19.52,-1.45,-0.28,9.64,43.56,-8.5,-0.38,20.7374,-103.4544,X
8.26,19.31,-1.45,-0.28,9.66,43.56,-8.5,-0.38,20.7374,-103.4544,X
8.27,19.41,-1.47,-0.26,9.64,43.56,-8.5,-0.38,20.7374,-103.4544,X
8.21,19.48,-1.48,-0.27,9.64,43.56,-8.5,-0.38,20.7374,-103.4544,X
8.23,19.33,-1.46,-0.26,9.64,43.56,-8.5,-0.38,20.7374,-103.4544,X
8.26,19.42,-1.48,-0.25,9.66,43.56,-8.5,-0.38,20.7374,-103.4544,X
8.18,19.52,-1.45,-0.26,9.64,43.56,-8.5,-0.38,20.7374,-103.4544,X
8.26,19.31,-1.45,-0.28,9.63,43.56,-8.5,-0.38,20.7374,-103.4544,X
8.28,19.45,-1.44,-0.26,9.63,43.56,-8.5,-0.38,20.7372,1.0717,A
8.26,19.49,-1.48,-0.27,9.65,43.56,-8.5,-0.38,20.7372,1.0717,A
8.27,19.26,-1.43,-0.28,9.64,43.56,-8.5,-0.38,20.7372,1.0717,A
8.2,19.38,-1.46,-0.26,9.65,43.56,-8.5,-0.38,20.7372,1.0717,A
8.22,19.5,-1.45,-0.27,9.62,43.56,-8.5,-0.38,20.7372,1.0717,A
8.25,19.35,-1.46,-0.26,9.64,43.56,-8.5,-0.38,20.7372,1.0717,A
8.25,19.41,-1.46,-0.27,9.64,43.56,-8.5,-0.38,20.7372,1.0717,A
8.22,19.54,-1.47,-0.26,9.65,43.56,-8.5,-0.38,20.7372,1.0717,A
8.23,19.34,-1.44,-0.29,9.61,43.56,-8.5,-0.38,20.7372,1.0717,A
8.24,19.38,-1.45,-0.26,9.69,43.56,-8.5,-0.62,20.7372,1.0717,A
8.12,19.49,-1.47,-0.27,9.62,43.56,-8.56,-0.88,20.7372,1.0717,A
8.3,19.31,-1.42,-0.25,9.61,43.56,-8.56,-0.88,20.7372,1.0717,A
8.27,19.44,-1.47,-0.25,9.63,43.56,-8.56,-0.88,20.7371,-103.4543,A
8.19,19.45,-1.47,-0.26,9.63,43.56,-8.56,-0.88,20.7371,-103.4543,A
8.26,19.31,-1.46,-0.26,9.61,43.56,-8.56,-0.88,20.7371,-103.4543,A
8.25,19.39,-1.46,-0.28,9.62,43.56,-8.56,-0.88,20.7371,-103.4543,A
8.22,19.48,-1.45,-0.27,9.67,43.56,-8.56,-0.88,20.7371,-103.4543,A
8.21,19.3,-1.46,-0.26,9.64,43.56,-8.56,-0.88,20.7371,-103.4543,A
8.26,19.44,-1.47,-0.26,9.63,43.56,-8.56,-0.88,20.7371,-103.4543,A
8.25,19.49,-1.47,-0.26,9.67,43.56,-8.56,-0.88,20.7371,-103.4543,A
8.21,19.31,-1.46,-0.27,9.65,43.56,-8.56,-0.88,20.7371,-103.4543,A
8.26,19.42,-1.43,-0.28,9.62,43.56,-8.56,-0.88,20.7371,-103.4543,A
8.21,19.48,-1.46,-0.26,9.65,43.56,-8.56,-0.88,20.7371,-103.4543,A
